"State","Region","Quarter","Trips"
"Northern Territory","Alice Springs",1998 Q2,56.356223
"Northern Territory","Alice Springs",1998 Q3,110.9184413
"Northern Territory","Alice Springs",1998 Q4,40.86827
"Northern Territory","Alice Springs",1999 Q1,48.3680384
"Northern Territory","Alice Springs",1999 Q2,68.0248936
"Northern Territory","Alice Springs",1999 Q3,76.6896561
"Northern Territory","Alice Springs",1999 Q4,65.8097629
"Northern Territory","Alice Springs",2000 Q1,32.3822265
"Northern Territory","Alice Springs",2000 Q2,39.7676021
"Northern Territory","Alice Springs",2000 Q3,92.3857977
"Northern Territory","Alice Springs",2000 Q4,73.5261074
"Northern Territory","Alice Springs",2001 Q1,37.208624
"Northern Territory","Alice Springs",2001 Q2,48.6436482
"Northern Territory","Alice Springs",2001 Q3,97.1789521
"Northern Territory","Alice Springs",2001 Q4,51.5995646
"Northern Territory","Alice Springs",2002 Q1,25.4324642
"Northern Territory","Alice Springs",2002 Q2,56.2464877
"Northern Territory","Alice Springs",2002 Q3,97.416405
"Northern Territory","Alice Springs",2002 Q4,59.8165675
"Northern Territory","Alice Springs",2003 Q1,15.5933054
"Northern Territory","Alice Springs",2003 Q2,71.6811212
"Northern Territory","Alice Springs",2003 Q3,65.9649792
"Northern Territory","Alice Springs",2003 Q4,48.0515596
"Northern Territory","Alice Springs",2004 Q1,27.7863802
"Northern Territory","Alice Springs",2004 Q2,52.3520599
"Northern Territory","Alice Springs",2004 Q3,104.5778782
"Northern Territory","Alice Springs",2004 Q4,33.0033283
"Northern Territory","Alice Springs",2005 Q1,29.7712855
"Northern Territory","Alice Springs",2005 Q2,55.7992194
"Northern Territory","Alice Springs",2005 Q3,91.302945
"Northern Territory","Alice Springs",2005 Q4,61.7552617
"Northern Territory","Alice Springs",2006 Q1,42.93917
"Northern Territory","Alice Springs",2006 Q2,52.324604
"Northern Territory","Alice Springs",2006 Q3,66.114354
"Northern Territory","Alice Springs",2006 Q4,60.06196
"Northern Territory","Alice Springs",2007 Q1,36.2858615
"Northern Territory","Alice Springs",2007 Q2,65.5159138
"Northern Territory","Alice Springs",2007 Q3,71.1524202
"Northern Territory","Alice Springs",2007 Q4,44.3700312
"Northern Territory","Alice Springs",2008 Q1,25.1992535
"Northern Territory","Alice Springs",2008 Q2,60.5921443
"Northern Territory","Alice Springs",2008 Q3,81.4884268
"Northern Territory","Alice Springs",2008 Q4,53.3587562
"Northern Territory","Alice Springs",2009 Q1,18.2154713
"Northern Territory","Alice Springs",2009 Q2,65.2968897
"Northern Territory","Alice Springs",2009 Q3,70.7913952
"Northern Territory","Alice Springs",2009 Q4,51.404256
"Northern Territory","Alice Springs",2010 Q1,24.6711404
"Northern Territory","Alice Springs",2010 Q2,61.2078702
"Northern Territory","Alice Springs",2010 Q3,75.8855924
"Northern Territory","Alice Springs",2010 Q4,60.9472512
"Northern Territory","Alice Springs",2011 Q1,34.8987964
"Northern Territory","Alice Springs",2011 Q2,44.6334046
"Northern Territory","Alice Springs",2011 Q3,75.2483866
"Northern Territory","Alice Springs",2011 Q4,28.0372781
"Northern Territory","Alice Springs",2012 Q1,38.6988304
"Northern Territory","Alice Springs",2012 Q2,43.2157374
"Northern Territory","Alice Springs",2012 Q3,65.6773539
"Northern Territory","Alice Springs",2012 Q4,25.6683022
"Northern Territory","Alice Springs",2013 Q1,18.9650278
"Northern Territory","Alice Springs",2013 Q2,40.748583
"Northern Territory","Alice Springs",2013 Q3,61.0527325
"Northern Territory","Alice Springs",2013 Q4,36.0615074
"Northern Territory","Alice Springs",2014 Q1,33.3301327
"Northern Territory","Alice Springs",2014 Q2,83.3454293
"Northern Territory","Alice Springs",2014 Q3,74.7548152
"Northern Territory","Alice Springs",2014 Q4,72.4818979
"Northern Territory","Alice Springs",2015 Q1,29.2870729
"Northern Territory","Alice Springs",2015 Q2,76.6543841
"Northern Territory","Alice Springs",2015 Q3,114.3526856
"Northern Territory","Alice Springs",2015 Q4,57.2251498
"Northern Territory","Alice Springs",2016 Q1,26.5624152
"Northern Territory","Alice Springs",2016 Q2,76.5481593
"Northern Territory","Alice Springs",2016 Q3,120.9678305
"Northern Territory","Alice Springs",2016 Q4,40.2943869
"Northern Territory","Alice Springs",2017 Q1,47.996947
"Northern Territory","Alice Springs",2017 Q2,85.1282624
"Northern Territory","Alice Springs",2017 Q3,80.8107493
"Northern Territory","Alice Springs",2017 Q4,52.2537242
"Northern Territory","Barkly",1998 Q1,18.4652061
"Northern Territory","Barkly",1998 Q2,7.5109695
"Northern Territory","Barkly",1998 Q3,43.5656252
"Northern Territory","Barkly",1998 Q4,29.3592387
"Northern Territory","Barkly",1999 Q1,6.3419972
"Northern Territory","Barkly",1999 Q2,23.5328424
"Northern Territory","Barkly",1999 Q3,20.28002
"Northern Territory","Barkly",1999 Q4,10.0394567
"Northern Territory","Barkly",2000 Q1,11.5881316
"Northern Territory","Barkly",2000 Q2,32.6366156
"Northern Territory","Barkly",2000 Q3,26.6685078
"Northern Territory","Barkly",2000 Q4,9.6931201
"Northern Territory","Barkly",2001 Q1,2.8552271
"Northern Territory","Barkly",2001 Q2,27.2789382
"Northern Territory","Barkly",2001 Q3,17.8351215
"Northern Territory","Barkly",2001 Q4,18.0404564
"Northern Territory","Barkly",2002 Q1,9.578719
"Northern Territory","Barkly",2002 Q2,32.6894713
"Northern Territory","Barkly",2002 Q3,34.7892259
"Northern Territory","Barkly",2002 Q4,31.1104075
"Northern Territory","Barkly",2003 Q1,15.5964407
"Northern Territory","Barkly",2003 Q2,21.2003823
"Northern Territory","Barkly",2003 Q3,28.698516
"Northern Territory","Barkly",2003 Q4,8.2745462
"Northern Territory","Barkly",2004 Q1,10.4323154
"Northern Territory","Barkly",2004 Q2,16.7722046
"Northern Territory","Barkly",2004 Q3,27.8599895
"Northern Territory","Barkly",2004 Q4,5.7594469
"Northern Territory","Barkly",2005 Q1,12.5566681
"Northern Territory","Barkly",2005 Q2,10.1775428
"Northern Territory","Barkly",2005 Q3,19.7943165
"Northern Territory","Barkly",2005 Q4,12.5543893
"Northern Territory","Barkly",2006 Q1,13.27235
"Northern Territory","Barkly",2006 Q2,12.101384
"Northern Territory","Barkly",2006 Q3,19.467061
"Northern Territory","Barkly",2006 Q4,9.60852
"Northern Territory","Barkly",2007 Q1,5.098801
"Northern Territory","Barkly",2007 Q2,9.7560604
"Northern Territory","Barkly",2007 Q3,25.0830716
"Northern Territory","Barkly",2007 Q4,20.0489045
"Northern Territory","Barkly",2008 Q1,7.8026129
"Northern Territory","Barkly",2008 Q2,25.6353603
"Northern Territory","Barkly",2008 Q3,13.4517555
"Northern Territory","Barkly",2008 Q4,12.2706839
"Northern Territory","Barkly",2009 Q1,5.2753739
"Northern Territory","Barkly",2009 Q2,20.1802842
"Northern Territory","Barkly",2009 Q3,20.4305082
"Northern Territory","Barkly",2009 Q4,5.1093653
"Northern Territory","Barkly",2010 Q1,8.4806959
"Northern Territory","Barkly",2010 Q2,14.8456428
"Northern Territory","Barkly",2010 Q3,36.153305
"Northern Territory","Barkly",2010 Q4,20.0191666
"Northern Territory","Barkly",2011 Q1,8.5520671
"Northern Territory","Barkly",2011 Q2,9.1540671
"Northern Territory","Barkly",2011 Q3,39.2423158
"Northern Territory","Barkly",2011 Q4,7.5458828
"Northern Territory","Barkly",2012 Q1,8.3130398
"Northern Territory","Barkly",2012 Q2,12.1057591
"Northern Territory","Barkly",2012 Q3,17.3067661
"Northern Territory","Barkly",2012 Q4,11.9263033
"Northern Territory","Barkly",2013 Q1,6.7953233
"Northern Territory","Barkly",2013 Q2,12.9539284
"Northern Territory","Barkly",2013 Q3,19.730713
"Northern Territory","Barkly",2013 Q4,8.8591983
"Northern Territory","Barkly",2014 Q1,10.5855376
"Northern Territory","Barkly",2014 Q2,5.1294823
"Northern Territory","Barkly",2014 Q3,27.5911352
"Northern Territory","Barkly",2014 Q4,10.9254078
"Northern Territory","Barkly",2015 Q1,13.1570653
"Northern Territory","Barkly",2015 Q2,12.3517458
"Northern Territory","Barkly",2015 Q3,34.0547633
"Northern Territory","Barkly",2015 Q4,22.9716663
"Northern Territory","Barkly",2016 Q1,23.3571626
"Northern Territory","Barkly",2016 Q2,14.1098465
"Northern Territory","Barkly",2016 Q3,36.3430068
"Northern Territory","Barkly",2016 Q4,16.4295125
"Northern Territory","Barkly",2017 Q1,17.9438224
"Northern Territory","Barkly",2017 Q2,44.524176
"Northern Territory","Barkly",2017 Q3,21.2587766
"Northern Territory","Barkly",2017 Q4,7.4715949
"Northern Territory","Darwin",1998 Q1,87.6072952
"Northern Territory","Darwin",1998 Q2,116.8648106
"Northern Territory","Darwin",1998 Q3,179.9037931
"Northern Territory","Darwin",1998 Q4,88.4373724
"Northern Territory","Darwin",1999 Q1,68.6072421
"Northern Territory","Darwin",1999 Q2,106.1267716
"Northern Territory","Darwin",1999 Q3,188.7391365
"Northern Territory","Darwin",1999 Q4,78.0457566
"Northern Territory","Darwin",2000 Q1,68.073499
"Northern Territory","Darwin",2000 Q2,141.5664876
"Northern Territory","Darwin",2000 Q3,188.0124287
"Northern Territory","Darwin",2000 Q4,166.3670683
"Northern Territory","Darwin",2001 Q1,94.1864998
"Northern Territory","Darwin",2001 Q2,121.3319705
"Northern Territory","Darwin",2001 Q3,137.6439887
"Northern Territory","Darwin",2001 Q4,81.8001978
"Northern Territory","Darwin",2002 Q1,61.4617306
"Northern Territory","Darwin",2002 Q2,108.9000092
"Northern Territory","Darwin",2002 Q3,146.0555165
"Northern Territory","Darwin",2002 Q4,142.6373695
"Northern Territory","Darwin",2003 Q1,63.0437185
"Northern Territory","Darwin",2003 Q2,94.1404419
"Northern Territory","Darwin",2003 Q3,150.2649086
"Northern Territory","Darwin",2003 Q4,88.6875209
"Northern Territory","Darwin",2004 Q1,67.6354965
"Northern Territory","Darwin",2004 Q2,104.957848
"Northern Territory","Darwin",2004 Q3,211.7059069
"Northern Territory","Darwin",2004 Q4,83.119285
"Northern Territory","Darwin",2005 Q1,72.0082084
"Northern Territory","Darwin",2005 Q2,150.6804912
"Northern Territory","Darwin",2005 Q3,222.7890585
"Northern Territory","Darwin",2005 Q4,84.5492632
"Northern Territory","Darwin",2006 Q1,78.369435
"Northern Territory","Darwin",2006 Q2,105.656647
"Northern Territory","Darwin",2006 Q3,180.238658
"Northern Territory","Darwin",2006 Q4,96.331992
"Northern Territory","Darwin",2007 Q1,88.695374
"Northern Territory","Darwin",2007 Q2,190.7687296
"Northern Territory","Darwin",2007 Q3,216.2902822
"Northern Territory","Darwin",2007 Q4,89.8419809
"Northern Territory","Darwin",2008 Q1,72.435409
"Northern Territory","Darwin",2008 Q2,141.1538471
"Northern Territory","Darwin",2008 Q3,203.1215014
"Northern Territory","Darwin",2008 Q4,96.8141373
"Northern Territory","Darwin",2009 Q1,84.8872185
"Northern Territory","Darwin",2009 Q2,173.2918293
"Northern Territory","Darwin",2009 Q3,208.7754102
"Northern Territory","Darwin",2009 Q4,110.5135183
"Northern Territory","Darwin",2010 Q1,77.199995
"Northern Territory","Darwin",2010 Q2,163.3888547
"Northern Territory","Darwin",2010 Q3,186.2396557
"Northern Territory","Darwin",2010 Q4,99.5692173
"Northern Territory","Darwin",2011 Q1,81.8664021
"Northern Territory","Darwin",2011 Q2,98.8437479
"Northern Territory","Darwin",2011 Q3,179.9502401
"Northern Territory","Darwin",2011 Q4,110.6781608
"Northern Territory","Darwin",2012 Q1,82.9036345
"Northern Territory","Darwin",2012 Q2,128.0337363
"Northern Territory","Darwin",2012 Q3,185.4705162
"Northern Territory","Darwin",2012 Q4,102.5592904
"Northern Territory","Darwin",2013 Q1,67.3369801
"Northern Territory","Darwin",2013 Q2,126.6122885
"Northern Territory","Darwin",2013 Q3,176.3298942
"Northern Territory","Darwin",2013 Q4,81.3950269
"Northern Territory","Darwin",2014 Q1,113.6884661
"Northern Territory","Darwin",2014 Q2,196.1360791
"Northern Territory","Darwin",2014 Q3,257.235623
"Northern Territory","Darwin",2014 Q4,153.7371723
"Northern Territory","Darwin",2015 Q1,99.5340394
"Northern Territory","Darwin",2015 Q2,203.9656802
"Northern Territory","Darwin",2015 Q3,237.0694463
"Northern Territory","Darwin",2015 Q4,159.142603
"Northern Territory","Darwin",2016 Q1,145.0526079
"Northern Territory","Darwin",2016 Q2,168.0720327
"Northern Territory","Darwin",2016 Q3,232.3556707
"Northern Territory","Darwin",2016 Q4,139.7942485
"Northern Territory","Darwin",2017 Q1,109.6471915
"Northern Territory","Darwin",2017 Q2,223.1850843
"Northern Territory","Darwin",2017 Q3,226.1074448
"Northern Territory","Darwin",2017 Q4,150.2510952
"Northern Territory","Kakadu Arnhem",1998 Q1,18.3595179
"Northern Territory","Kakadu Arnhem",1998 Q2,52.8458626
"Northern Territory","Kakadu Arnhem",1998 Q3,49.4589896
"Northern Territory","Kakadu Arnhem",1998 Q4,26.9640474
"Northern Territory","Kakadu Arnhem",1999 Q1,13.6285828
"Northern Territory","Kakadu Arnhem",1999 Q2,38.3223594
"Northern Territory","Kakadu Arnhem",1999 Q3,71.8982614
"Northern Territory","Kakadu Arnhem",1999 Q4,19.0422719
"Northern Territory","Kakadu Arnhem",2000 Q1,25.078524
"Northern Territory","Kakadu Arnhem",2000 Q2,44.3634025
"Northern Territory","Kakadu Arnhem",2000 Q3,74.4332794
"Northern Territory","Kakadu Arnhem",2000 Q4,40.4614794
"Northern Territory","Kakadu Arnhem",2001 Q1,21.9070843
"Northern Territory","Kakadu Arnhem",2001 Q2,29.9820607
"Northern Territory","Kakadu Arnhem",2001 Q3,76.7615204
"Northern Territory","Kakadu Arnhem",2001 Q4,34.3426688
"Northern Territory","Kakadu Arnhem",2002 Q1,25.9753551
"Northern Territory","Kakadu Arnhem",2002 Q2,82.280323
"Northern Territory","Kakadu Arnhem",2002 Q3,54.2053899
"Northern Territory","Kakadu Arnhem",2002 Q4,34.6342999
"Northern Territory","Kakadu Arnhem",2003 Q1,24.5144693
"Northern Territory","Kakadu Arnhem",2003 Q2,33.118047
"Northern Territory","Kakadu Arnhem",2003 Q3,83.0043071
"Northern Territory","Kakadu Arnhem",2003 Q4,42.5250747
"Northern Territory","Kakadu Arnhem",2004 Q1,11.0326106
"Northern Territory","Kakadu Arnhem",2004 Q2,46.5783782
"Northern Territory","Kakadu Arnhem",2004 Q3,99.8584704
"Northern Territory","Kakadu Arnhem",2004 Q4,30.8295661
"Northern Territory","Kakadu Arnhem",2005 Q1,25.9854915
"Northern Territory","Kakadu Arnhem",2005 Q2,54.0966195
"Northern Territory","Kakadu Arnhem",2005 Q3,51.9293248
"Northern Territory","Kakadu Arnhem",2005 Q4,22.9224777
"Northern Territory","Kakadu Arnhem",2006 Q1,33.893357
"Northern Territory","Kakadu Arnhem",2006 Q2,50.941222
"Northern Territory","Kakadu Arnhem",2006 Q3,75.540119
"Northern Territory","Kakadu Arnhem",2006 Q4,46.51921
"Northern Territory","Kakadu Arnhem",2007 Q1,24.3713699
"Northern Territory","Kakadu Arnhem",2007 Q2,61.9396823
"Northern Territory","Kakadu Arnhem",2007 Q3,86.4637603
"Northern Territory","Kakadu Arnhem",2007 Q4,62.8752566
"Northern Territory","Kakadu Arnhem",2008 Q1,22.9411547
"Northern Territory","Kakadu Arnhem",2008 Q2,51.8553049
"Northern Territory","Kakadu Arnhem",2008 Q3,72.8523391
"Northern Territory","Kakadu Arnhem",2008 Q4,42.4485393
"Northern Territory","Kakadu Arnhem",2009 Q1,31.9109677
"Northern Territory","Kakadu Arnhem",2009 Q2,49.4701866
"Northern Territory","Kakadu Arnhem",2009 Q3,47.5400336
"Northern Territory","Kakadu Arnhem",2009 Q4,25.3920506
"Northern Territory","Kakadu Arnhem",2010 Q1,24.0870348
"Northern Territory","Kakadu Arnhem",2010 Q2,65.1690669
"Northern Territory","Kakadu Arnhem",2010 Q3,51.5350884
"Northern Territory","Kakadu Arnhem",2010 Q4,25.1427998
"Northern Territory","Kakadu Arnhem",2011 Q1,15.5480316
"Northern Territory","Kakadu Arnhem",2011 Q2,42.167879
"Northern Territory","Kakadu Arnhem",2011 Q3,55.4600858
"Northern Territory","Kakadu Arnhem",2011 Q4,38.8503857
"Northern Territory","Kakadu Arnhem",2012 Q1,20.8899128
"Northern Territory","Kakadu Arnhem",2012 Q2,38.2456674
"Northern Territory","Kakadu Arnhem",2012 Q3,80.3152351
"Northern Territory","Kakadu Arnhem",2012 Q4,23.9547433
"Northern Territory","Kakadu Arnhem",2013 Q1,17.9733596
"Northern Territory","Kakadu Arnhem",2013 Q2,31.7683297
"Northern Territory","Kakadu Arnhem",2013 Q3,52.6686938
"Northern Territory","Kakadu Arnhem",2013 Q4,36.8274291
"Northern Territory","Kakadu Arnhem",2014 Q1,27.4791564
"Northern Territory","Kakadu Arnhem",2014 Q2,82.8093809
"Northern Territory","Kakadu Arnhem",2014 Q3,118.781449
"Northern Territory","Kakadu Arnhem",2014 Q4,25.3189601
"Northern Territory","Kakadu Arnhem",2015 Q1,28.580021
"Northern Territory","Kakadu Arnhem",2015 Q2,113.5680621
"Northern Territory","Kakadu Arnhem",2015 Q3,56.1704971
"Northern Territory","Kakadu Arnhem",2015 Q4,57.885286
"Northern Territory","Kakadu Arnhem",2016 Q1,51.8723207
"Northern Territory","Kakadu Arnhem",2016 Q2,72.3821954
"Northern Territory","Kakadu Arnhem",2016 Q3,113.0553241
"Northern Territory","Kakadu Arnhem",2016 Q4,67.0527776
"Northern Territory","Kakadu Arnhem",2017 Q1,39.4496519
"Northern Territory","Kakadu Arnhem",2017 Q2,65.8511379
"Northern Territory","Kakadu Arnhem",2017 Q3,81.8719644
"Northern Territory","Kakadu Arnhem",2017 Q4,43.7162782
"Northern Territory","Katherine Daly",1998 Q1,16.7717623
"Northern Territory","Katherine Daly",1998 Q2,40.8061161
"Northern Territory","Katherine Daly",1998 Q3,81.973366
"Northern Territory","Katherine Daly",1998 Q4,15.3459335
"Northern Territory","Katherine Daly",1999 Q1,25.3123503
"Northern Territory","Katherine Daly",1999 Q2,63.1596072
"Northern Territory","Katherine Daly",1999 Q3,79.3867859
"Northern Territory","Katherine Daly",1999 Q4,35.2644467
"Northern Territory","Katherine Daly",2000 Q1,37.0228384
"Northern Territory","Katherine Daly",2000 Q2,64.7821244
"Northern Territory","Katherine Daly",2000 Q3,63.2433328
"Northern Territory","Katherine Daly",2000 Q4,28.3719208
"Northern Territory","Katherine Daly",2001 Q1,18.6536244
"Northern Territory","Katherine Daly",2001 Q2,86.5561373
"Northern Territory","Katherine Daly",2001 Q3,74.6965951
"Northern Territory","Katherine Daly",2001 Q4,57.9975021
"Northern Territory","Katherine Daly",2002 Q1,35.3618296
"Northern Territory","Katherine Daly",2002 Q2,88.7038697
"Northern Territory","Katherine Daly",2002 Q3,87.8307048
"Northern Territory","Katherine Daly",2002 Q4,60.0932735
"Northern Territory","Katherine Daly",2003 Q1,25.9637828
"Northern Territory","Katherine Daly",2003 Q2,31.8719458
"Northern Territory","Katherine Daly",2003 Q3,80.19813
"Northern Territory","Katherine Daly",2003 Q4,32.5828868
"Northern Territory","Katherine Daly",2004 Q1,35.5764255
"Northern Territory","Katherine Daly",2004 Q2,43.5220894
"Northern Territory","Katherine Daly",2004 Q3,109.8821407
"Northern Territory","Katherine Daly",2004 Q4,17.0624184
"Northern Territory","Katherine Daly",2005 Q1,20.672075
"Northern Territory","Katherine Daly",2005 Q2,74.1425285
"Northern Territory","Katherine Daly",2005 Q3,76.3662132
"Northern Territory","Katherine Daly",2005 Q4,32.578773
"Northern Territory","Katherine Daly",2006 Q1,38.720604
"Northern Territory","Katherine Daly",2006 Q2,46.772563
"Northern Territory","Katherine Daly",2006 Q3,78.278808
"Northern Territory","Katherine Daly",2006 Q4,64.495983
"Northern Territory","Katherine Daly",2007 Q1,32.5921398
"Northern Territory","Katherine Daly",2007 Q2,43.1268702
"Northern Territory","Katherine Daly",2007 Q3,80.4291272
"Northern Territory","Katherine Daly",2007 Q4,35.2844759
"Northern Territory","Katherine Daly",2008 Q1,29.0418945
"Northern Territory","Katherine Daly",2008 Q2,57.562264
"Northern Territory","Katherine Daly",2008 Q3,87.3642831
"Northern Territory","Katherine Daly",2008 Q4,25.1698388
"Northern Territory","Katherine Daly",2009 Q1,24.7394805
"Northern Territory","Katherine Daly",2009 Q2,42.4816109
"Northern Territory","Katherine Daly",2009 Q3,53.3713033
"Northern Territory","Katherine Daly",2009 Q4,22.1082418
"Northern Territory","Katherine Daly",2010 Q1,17.7896959
"Northern Territory","Katherine Daly",2010 Q2,55.7782172
"Northern Territory","Katherine Daly",2010 Q3,88.9708038
"Northern Territory","Katherine Daly",2010 Q4,32.6310792
"Northern Territory","Katherine Daly",2011 Q1,12.0477896
"Northern Territory","Katherine Daly",2011 Q2,41.3614019
"Northern Territory","Katherine Daly",2011 Q3,87.8662285
"Northern Territory","Katherine Daly",2011 Q4,37.2693087
"Northern Territory","Katherine Daly",2012 Q1,31.0210947
"Northern Territory","Katherine Daly",2012 Q2,48.9646453
"Northern Territory","Katherine Daly",2012 Q3,58.3640049
"Northern Territory","Katherine Daly",2012 Q4,53.2235452
"Northern Territory","Katherine Daly",2013 Q1,5.2993313
"Northern Territory","Katherine Daly",2013 Q2,42.8652473
"Northern Territory","Katherine Daly",2013 Q3,47.809354
"Northern Territory","Katherine Daly",2013 Q4,37.3132727
"Northern Territory","Katherine Daly",2014 Q1,34.7693639
"Northern Territory","Katherine Daly",2014 Q2,105.7280515
"Northern Territory","Katherine Daly",2014 Q3,80.9807269
"Northern Territory","Katherine Daly",2014 Q4,54.6861812
"Northern Territory","Katherine Daly",2015 Q1,25.6888661
"Northern Territory","Katherine Daly",2015 Q2,43.8895026
"Northern Territory","Katherine Daly",2015 Q3,137.5227568
"Northern Territory","Katherine Daly",2015 Q4,60.1115213
"Northern Territory","Katherine Daly",2016 Q1,67.1875636
"Northern Territory","Katherine Daly",2016 Q2,68.6213952
"Northern Territory","Katherine Daly",2016 Q3,92.3425958
"Northern Territory","Katherine Daly",2016 Q4,50.4571931
"Northern Territory","Katherine Daly",2017 Q1,49.7426878
"Northern Territory","Katherine Daly",2017 Q2,104.0954216
"Northern Territory","Katherine Daly",2017 Q3,88.5270168
"Northern Territory","Katherine Daly",2017 Q4,40.2724798
"Northern Territory","Lasseter",1998 Q1,10.0862388
"Northern Territory","Lasseter",1998 Q2,34.8450437
"Northern Territory","Lasseter",1998 Q3,42.9756362
"Northern Territory","Lasseter",1998 Q4,32.7239968
"Northern Territory","Lasseter",1999 Q1,14.8220129
"Northern Territory","Lasseter",1999 Q2,45.537824
"Northern Territory","Lasseter",1999 Q3,45.828377
"Northern Territory","Lasseter",1999 Q4,30.485296
"Northern Territory","Lasseter",2000 Q1,16.71133
"Northern Territory","Lasseter",2000 Q2,26.869429
"Northern Territory","Lasseter",2000 Q3,56.4428632
"Northern Territory","Lasseter",2000 Q4,18.8779256
"Northern Territory","Lasseter",2001 Q1,23.6804573
"Northern Territory","Lasseter",2001 Q2,40.3237111
"Northern Territory","Lasseter",2001 Q3,53.3398349
"Northern Territory","Lasseter",2001 Q4,20.4592914
"Northern Territory","Lasseter",2002 Q1,14.0659027
"Northern Territory","Lasseter",2002 Q2,36.7004645
"Northern Territory","Lasseter",2002 Q3,39.3316062
"Northern Territory","Lasseter",2002 Q4,39.9935435
"Northern Territory","Lasseter",2003 Q1,21.9827236
"Northern Territory","Lasseter",2003 Q2,49.2811502
"Northern Territory","Lasseter",2003 Q3,42.6713664
"Northern Territory","Lasseter",2003 Q4,20.272589
"Northern Territory","Lasseter",2004 Q1,12.6954814
"Northern Territory","Lasseter",2004 Q2,43.1423587
"Northern Territory","Lasseter",2004 Q3,51.2312846
"Northern Territory","Lasseter",2004 Q4,19.5058484
"Northern Territory","Lasseter",2005 Q1,16.5795336
"Northern Territory","Lasseter",2005 Q2,49.7074261
"Northern Territory","Lasseter",2005 Q3,66.9548601
"Northern Territory","Lasseter",2005 Q4,26.2057748
"Northern Territory","Lasseter",2006 Q1,7.71205
"Northern Territory","Lasseter",2006 Q2,37.030565
"Northern Territory","Lasseter",2006 Q3,28.879165
"Northern Territory","Lasseter",2006 Q4,16.34282
"Northern Territory","Lasseter",2007 Q1,12.7374569
"Northern Territory","Lasseter",2007 Q2,47.8943648
"Northern Territory","Lasseter",2007 Q3,51.1852613
"Northern Territory","Lasseter",2007 Q4,35.4798907
"Northern Territory","Lasseter",2008 Q1,27.2116931
"Northern Territory","Lasseter",2008 Q2,42.7202818
"Northern Territory","Lasseter",2008 Q3,47.710794
"Northern Territory","Lasseter",2008 Q4,30.7284036
"Northern Territory","Lasseter",2009 Q1,7.296939
"Northern Territory","Lasseter",2009 Q2,54.1952965
"Northern Territory","Lasseter",2009 Q3,47.6591685
"Northern Territory","Lasseter",2009 Q4,29.2463054
"Northern Territory","Lasseter",2010 Q1,27.3926705
"Northern Territory","Lasseter",2010 Q2,38.3395144
"Northern Territory","Lasseter",2010 Q3,43.4002761
"Northern Territory","Lasseter",2010 Q4,43.3975303
"Northern Territory","Lasseter",2011 Q1,21.2762818
"Northern Territory","Lasseter",2011 Q2,33.5639689
"Northern Territory","Lasseter",2011 Q3,33.8519637
"Northern Territory","Lasseter",2011 Q4,31.9049431
"Northern Territory","Lasseter",2012 Q1,7.1761522
"Northern Territory","Lasseter",2012 Q2,19.7044803
"Northern Territory","Lasseter",2012 Q3,40.9629941
"Northern Territory","Lasseter",2012 Q4,15.6692639
"Northern Territory","Lasseter",2013 Q1,10.1988039
"Northern Territory","Lasseter",2013 Q2,50.3262591
"Northern Territory","Lasseter",2013 Q3,38.2812247
"Northern Territory","Lasseter",2013 Q4,17.3820445
"Northern Territory","Lasseter",2014 Q1,8.1928573
"Northern Territory","Lasseter",2014 Q2,83.8026207
"Northern Territory","Lasseter",2014 Q3,48.0385695
"Northern Territory","Lasseter",2014 Q4,29.4494393
"Northern Territory","Lasseter",2015 Q1,21.4099754
"Northern Territory","Lasseter",2015 Q2,69.2928454
"Northern Territory","Lasseter",2015 Q3,78.096232
"Northern Territory","Lasseter",2015 Q4,44.8465781
"Northern Territory","Lasseter",2016 Q1,17.5821646
"Northern Territory","Lasseter",2016 Q2,61.4027206
"Northern Territory","Lasseter",2016 Q3,89.1900093
"Northern Territory","Lasseter",2016 Q4,21.3646452
"Northern Territory","Lasseter",2017 Q1,21.9274496
"Northern Territory","Lasseter",2017 Q2,65.6817473
"Northern Territory","Lasseter",2017 Q3,62.5703211
"Northern Territory","Lasseter",2017 Q4,33.4152355
"Northern Territory","MacDonnell",1998 Q1,9.9511647
"Northern Territory","MacDonnell",1998 Q2,4.707126
"Northern Territory","MacDonnell",1998 Q3,19.6410078
"Northern Territory","MacDonnell",1998 Q4,14.0039585
"Northern Territory","MacDonnell",1999 Q1,7.8093686
"Northern Territory","MacDonnell",1999 Q2,21.3884876
"Northern Territory","MacDonnell",1999 Q3,18.6090472
"Northern Territory","MacDonnell",1999 Q4,9.7433088
"Northern Territory","MacDonnell",2000 Q1,15.1966705
"Northern Territory","MacDonnell",2000 Q2,9.7762634
"Northern Territory","MacDonnell",2000 Q3,33.2626033
"Northern Territory","MacDonnell",2000 Q4,22.776409
"Northern Territory","MacDonnell",2001 Q1,24.5645862
"Northern Territory","MacDonnell",2001 Q2,16.6878167
"Northern Territory","MacDonnell",2001 Q3,21.7577315
"Northern Territory","MacDonnell",2001 Q4,10.6748323
"Northern Territory","MacDonnell",2002 Q1,12.7569706
"Northern Territory","MacDonnell",2002 Q2,9.920902
"Northern Territory","MacDonnell",2002 Q3,19.6160826
"Northern Territory","MacDonnell",2002 Q4,24.4375435
"Northern Territory","MacDonnell",2003 Q1,5.5849177
"Northern Territory","MacDonnell",2003 Q2,12.6915969
"Northern Territory","MacDonnell",2003 Q3,15.6876514
